Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,class
Treatment,High Value,200.0740979,318.72848,100,,No,3
Treatment,Medium Value,114.1844378,179.6684028,61.87358994,62.27874166,No,3
Treatment,Medium Value,172.1897954,271.2925915,88.03383234,100,Yes,3
Control,Medium Value,31.02439572,35.50054586,85.76854344,23.76798129,No,3
Control,High Value,217.3235585,266.847931,86.13082278,77.82467858,Yes,3
Control,High Value,,,92.11051384,,No,3
,Low Value,131.3669527,146.5625503,,68.11655491,,3
Control,Low Value,,223.1600937,53.71860546,71.06402121,Yes,3
Control,Medium Value,163.9864633,197.649702,79.35078796,,Yes,3
Treatment,,,403.5588608,72.63988002,59.72262834,Yes,3
Treatment,High Value,219.8090574,348.3514103,95.07552711,73.92636499,,3
Control,Medium Value,137.6535189,166.3003314,62.92431604,,Yes,3
Control,,,,78.87122139,91.75771678,No,3
Treatment,High Value,,398.935161,83.11331165,,Yes,3
Treatment,High Value,187.7095679,293.8875359,100,100,No,3
,High Value,244.8784591,383.579017,100,100,Yes,3
Control,High Value,231.3736441,270.9650713,85.94819148,100,,3
Treatment,,157.327758,248.4333102,55.61914725,,Yes,3
Control,High Value,,271.2691667,89.9948156,85.19128484,No,3
Control,High Value,218.2942458,259.2201487,,98.86380127,Yes,3
Treatment,Medium Value,149.2767153,235.700623,65.95588752,,No,3
Treatment,Medium Value,259.1507952,409.4768903,58.27622353,51.71351128,No,3
,Medium Value,88.75015975,113.779553,60.46340739,73.92144865,Yes,3
Treatment,Low Value,210.1539417,327.8874251,52.4150251,54.76746804,Yes,3
Treatment,High Value,,217.6327097,100,100,Yes,3
Control,,191.6366228,229.8045729,91.75621951,83.55484281,No,3
Treatment,Low Value,94.30228205,151.4518011,,,No,3
Control,High Value,142.8843566,175.1628959,65.4011366,78.94882458,Yes,3
,,183.2375749,212.358825,,99.85050567,No,3
Treatment,Low Value,174.8767313,272.6140917,57.50346737,60.6876787,Yes,3
Control,High Value,273.0398518,,99.27768554,100,No,3
,Low Value,151.3083607,183.4624057,36.70242646,32.67258214,Yes,3
,Low Value,198.9842235,315.2070485,50.7636468,47.97008627,No,3
Treatment,High Value,208.9153336,337.5698854,74.58293681,87.84649498,No,3
Treatment,Medium Value,,360.1245331,,87.67216709,Yes,3
Control,High Value,152.7858519,188.7726404,,93.69750977,No,3
Control,High Value,213.3040925,255.2487359,,100,No,3
Treatment,Medium Value,209.5629336,325.2860273,65.42592522,,Yes,3
Control,High Value,,,95.0563572,,No,3
Treatment,High Value,222.538504,356.558427,85.66077729,100,Yes,3
Treatment,High Value,237.2867568,362.1827016,,100,No,3
Control,Low Value,156.7637011,202.9732633,57.38130749,55.10752591,Yes,3
Treatment,Low Value,202.535464,321.2064682,46.31057709,54.82425455,No,3
Control,Low Value,64.52034322,83.73656861,54.93791261,64.34006023,Yes,3
Control,,99.65746509,,69.68652651,100,No,3
Treatment,,,216.5360798,,99.69113323,Yes,3
Control,Low Value,186.332139,222.8275737,59.4185687,67.44356601,Yes,3
,,152.2138527,233.6739473,75.16159876,61.73745521,No,3
Control,High Value,131.2409555,148.1203539,,,No,3
Control,Low Value,168.1346055,196.6602235,54.29017331,,No,3
Control,High Value,206.8328182,262.1001847,,60.51687585,No,3
Treatment,,159.7045275,249.801206,77.79557359,76.45634924,Yes,3
Control,Low Value,122.3562122,,46.21697323,64.22585877,Yes,3
Treatment,,166.4793733,257.7876141,46.4567089,59.84520161,Yes,3
Control,Low Value,200.6865988,238.5125359,57.50865889,50.89254891,Yes,3
Control,Low Value,124.2340372,158.9502988,,51.43314752,Yes,3
Treatment,Medium Value,,,,77.47378853,,3
,Low Value,151.4198508,236.7305922,58.1400111,73.92144865,No,3
Treatment,High Value,82.0989365,132.9753062,,100,No,3
Treatment,Low Value,177.1746125,283.0537106,61.00032737,66.84643457,,3
Treatment,Medium Value,198.3173528,307.4563521,70.24902619,58.58429566,Yes,3
Control,Low Value,67.39883934,70.4339592,50.32717364,49.58264503,No,3
Control,Medium Value,186.2547731,232.4012913,74.78619441,59.91260642,No,3
Treatment,Medium Value,218.0206684,345.8764939,55.11984864,,No,3
,High Value,259.4440551,307.3462354,77.36547461,,Yes,3
Control,Low Value,168.2516278,202.6182712,46.39375686,,Yes,3
Control,Low Value,,194.6294192,35.50344629,37.39518304,No,3
Treatment,Low Value,203.8859091,331.4818846,49.72757051,51.83191061,Yes,3
Control,,302.1341201,362.278613,,95.22528124,No,3
Control,High Value,224.0947978,280.9688485,90.20744152,,Yes,3
Control,Medium Value,186.3833133,225.436114,65.49483058,60.6060598,No,3
Treatment,Medium Value,,400.1679105,61.32428702,77.57375821,,3
Control,Medium Value,133.1618238,158.3184156,69.60557718,66.27898923,Yes,3
Control,High Value,,259.0633975,81.30674375,63.32019533,No,3
Treatment,,353.4440262,558.9729557,59.7152453,46.34826708,,3
Treatment,,234.9464588,360.7049783,76.4382952,81.05099192,Yes,3
Control,Medium Value,225.8505803,279.097222,71.88867694,85.35464986,No,3
Control,,194.587034,,86.33067811,100,,3
Treatment,Medium Value,226.4003765,352.1410938,68.94038421,90.81672174,,3
Treatment,,251.9690767,399.0613922,,66.9711939,No,3
Treatment,Low Value,109.7688042,183.4531616,54.40238955,67.74068844,Yes,3
,Low Value,,263.1304078,53.40448781,62.43297355,Yes,3
Treatment,Low Value,183.1225497,274.6929622,48.39140959,51.44511272,No,3
Treatment,Medium Value,203.8462203,,62.92672163,56.17651091,No,3
Treatment,Low Value,154.6081959,,,,Yes,3
Control,Low Value,222.8805809,262.1285941,,54.38768831,No,3
Treatment,Low Value,,,56.52143062,63.91985063,No,3
Treatment,High Value,164.1706475,251.1326938,76.00297353,59.70960977,Yes,3
Control,Medium Value,238.2824564,287.2340941,,83.14650126,No,3
Treatment,Low Value,233.5144498,371.485947,,52.642328,No,3
Treatment,High Value,271.4045486,,,100,No,3
Control,,184.7606122,225.9357998,75.47152566,82.74762733,Yes,3
Treatment,High Value,184.1713138,270.96529,100,100,Yes,3
Control,Low Value,,,43.15895047,41.42896528,No,3
Control,High Value,234.8988336,288.9202344,,96.43714861,No,3
,Medium Value,240.7049615,291.5599236,,,Yes,3
Control,,250.4339687,306.0706057,88.93620839,74.51860806,Yes,3
Treatment,High Value,304.9331327,,84.98597854,,No,3
Control,High Value,104.7633288,128.1987627,58.33694797,66.31678506,No,3
Control,High Value,218.1581958,268.0917524,88.16604387,96.79117808,No,3
,Medium Value,229.9467026,,,79.33620657,No,3
,,149.5079949,177.3856471,45.4510658,54.36456581,No,3
Control,Medium Value,,160.4936236,64.49297355,56.13320448,Yes,3
Control,Medium Value,128.9687604,166.1350059,,64.5382262,Yes,3
Control,Low Value,,205.3038955,64.20873781,76,,3
,High Value,,219.9823164,91.66716005,100,No,3
Control,Low Value,231.5077934,280.7434402,49.87446182,69.84301405,No,3
Treatment,Low Value,195.8190094,,,,Yes,3
,,,291.8634351,50.33155125,60.65094458,Yes,3
Control,Low Value,,201.5824324,,55.55836558,,3
,High Value,,340.7525121,88.03738427,75.42742115,No,3
Control,Medium Value,264.8543438,316.8960645,59.08331142,69.91406433,Yes,3
Control,,159.4981627,205.7804862,68.33631017,79.45936917,Yes,3
Treatment,,154.7804937,237.0198903,74.65300872,62.64991761,,3
Treatment,High Value,201.7215045,322.4310864,70.24902619,100,No,3
Treatment,Low Value,146.9424279,214.3055879,49.87605099,61.94714204,Yes,3
Control,Low Value,90.04834637,107.8903196,56.62848893,54.61706749,No,3
Treatment,Low Value,129.6869801,208.1944502,52.46867587,50.91007214,Yes,3
Control,High Value,174.6018463,201.4864645,,100,Yes,3
Control,Medium Value,136.0973759,162.6321672,70.29451002,64.12214085,Yes,3
Control,Medium Value,210.8617496,274.2820721,82.70720578,86.98484792,Yes,3
Control,Medium Value,,219.6429905,75.48682171,,No,3
Control,,198.9733438,241.7072439,49.26244899,57.62942763,Yes,3
Treatment,High Value,73.66386104,104.3256234,,50.71704151,No,3
Treatment,,,323.1649811,69.22392153,78.35351895,No,3
Control,High Value,218.0321495,266.2692591,,,Yes,3
Treatment,,169.5002076,264.6957578,68.49579821,,No,3
Control,Low Value,242.2658739,,49.79035567,56.93268515,No,3
Control,,217.8310059,259.9786717,85.88544568,60.95595644,,3
Control,Medium Value,162.0572039,202.8412021,69.97643179,67.20852694,Yes,3
Treatment,Medium Value,208.012509,,67.00182007,82.74296641,No,3
Control,Medium Value,,177.6372871,61.1770573,,No,3
Control,Medium Value,85.44314093,93.37365751,40.10886314,44.77792539,No,3
Treatment,Low Value,270.2768564,419.5405245,51.11420149,64.51901741,Yes,3
Treatment,Medium Value,108.3811491,167.6898758,71.36466617,,Yes,3
Treatment,Medium Value,162.8296174,250.1189605,66.78581286,78.15374106,Yes,3
Control,Low Value,168.6323087,203.0421905,,67.7557311,,3
,Medium Value,84.46552733,101.0203501,35.59698915,43.04034237,No,3
Treatment,High Value,187.5179149,301.1233561,100,,Yes,3
Control,High Value,295.4031372,363.642328,64.98831441,73.92144865,No,3
,Medium Value,169.6096127,261.6226338,59.1062091,47.1586833,Yes,3
Treatment,,,304.3544585,49.45440644,62.28665539,Yes,3
Control,Low Value,143.9685182,170.1073132,46.36071006,50.40138342,Yes,3
Control,Low Value,202.9375096,245.5625294,69.11275415,76,Yes,3
Treatment,,240.6965035,366.848635,68.16063063,71.56261429,No,3
Treatment,Medium Value,186.7846307,291.0776369,73.07401233,89.58559554,Yes,3
Treatment,High Value,168.1601793,277.9049472,84.3903254,92.66309979,No,3
Treatment,Low Value,173.8853404,,32.93267078,34.404776,No,3
Control,,212.5350504,254.9707951,62.86906959,73.2713043,Yes,3
Treatment,Medium Value,,346.0787538,57.76912118,49.07778077,No,3
,Medium Value,203.7157249,,71.26507164,76.49274198,No,3
Treatment,Low Value,176.0488637,277.0737343,50.4339308,51.03406635,,3
Control,Low Value,234.3061638,279.889445,47.03123276,41.24554005,No,3
Control,High Value,176.4958234,211.1764249,84.98818683,,No,3
Treatment,Low Value,156.156015,244.5849987,50.20550403,43.19601891,Yes,3
Control,Medium Value,279.2970112,336.8258113,78.05473827,67.08688934,No,3
Control,High Value,207.3249745,249.1958684,93.54042206,,Yes,3
Control,,,,,72.70024308,No,3
Treatment,Low Value,137.8203355,209.283137,56.96457886,49.55050674,No,3
,Low Value,222.7834476,360.3544731,57.04799744,58.00348479,Yes,3
Control,Low Value,123.8562518,148.4834123,56.87780637,64.47097874,No,3
Treatment,,,208.4305164,76.5065675,80.17655236,Yes,3
Treatment,Low Value,216.9378515,347.7783569,39.94110775,48.57643055,No,3
Control,Medium Value,174.2131876,211.6815009,75.58084227,100,Yes,3
Control,Medium Value,175.253568,211.5551905,52.28144735,72.51699229,No,3
Treatment,Medium Value,212.2990652,334.2323117,47.86809347,,Yes,3
Control,High Value,196.5831645,224.3821471,71.48199154,63.93810574,Yes,3
,Medium Value,,206.8336288,72.13034554,73.08014003,Yes,3
Treatment,Low Value,,236.6856962,42.67090943,48.53534707,Yes,3
Control,High Value,,181.6276595,,99.7944309,Yes,3
Treatment,Low Value,226.0937608,348.2546182,64.98833503,70.5952435,Yes,3
Treatment,Medium Value,,399.4332023,67.17953151,,No,3
Control,Low Value,,164.3437602,54.79196498,58.43118099,No,3
,Low Value,236.6688764,,,57.71588103,No,3
Control,Low Value,277.5373318,335.471812,46.97051013,42.74782367,No,3
,Low Value,,244.5199451,49.32622234,59.34119452,No,3
Control,High Value,,226.9205212,,100,Yes,3
Control,,142.2923293,172.8813536,56.0933109,,Yes,3
Treatment,Low Value,183.3389906,290.1436084,52.04866416,,Yes,3
Treatment,Medium Value,184.0620087,285.1939527,,51.27214548,No,3
Control,High Value,141.0842548,176.242167,,91.31557401,,3
Treatment,Low Value,179.6224229,,40.01788706,,Yes,3
Control,Low Value,270.812566,330.4855829,,,Yes,3
Control,High Value,250.2343744,,100,100,No,3
Treatment,,124.5935424,196.230107,58.72750108,61.04492826,No,3
Treatment,,187.6183787,297.1167747,,63.73564311,No,3
,High Value,,278.0444352,,100,Yes,3
Control,High Value,237.7051949,287.2174615,87.95186785,100,No,3
Treatment,Low Value,97.64041247,151.4349904,60.43166508,76,No,3
Control,High Value,204.8933699,248.5956078,,93.27795572,Yes,3
Treatment,Low Value,179.2171117,290.4951349,30.49929452,32.48212604,,3
Control,Low Value,169.8467172,191.664723,56.08233014,70.73707147,Yes,3
Control,High Value,112.7001196,141.7561491,93.65564829,95.3009067,Yes,3
Treatment,Low Value,,249.826852,55.84326278,56.07708397,Yes,3
,Medium Value,,367.9227104,56.50042179,46.79434894,Yes,3
Treatment,Medium Value,160.7080982,259.3499745,,97.49205559,No,3
Treatment,Low Value,,237.3876394,44.99556725,40.80307226,Yes,3
Treatment,Medium Value,262.9284438,408.6921644,71.41424125,60.33369937,No,3
Treatment,Low Value,165.1932711,268.6638141,55.55019639,56.57428724,No,3
Treatment,Medium Value,,,78.13828697,75.96493249,No,3
Control,High Value,116.8700561,145.0712036,77.15334236,100,Yes,3
Control,Low Value,,154.5283236,56.21563437,,Yes,3
Control,Low Value,275.3802781,337.7271172,64.79090889,73.97267571,Yes,3
Treatment,Low Value,253.5703839,399.9552094,50.48048849,55.07233683,No,3
Treatment,Low Value,198.6424545,304.5132558,,,Yes,3
Treatment,Low Value,81.67854462,135.3506634,,47.49072501,Yes,3
Control,Low Value,111.8894024,131.9628803,54.56467005,62.63453194,Yes,3
Treatment,High Value,143.4393677,224.245809,,63.77909271,No,3
Treatment,,136.8307719,214.8394434,97.13703961,78.05269411,Yes,3
Control,,180.4327521,210.2481549,66.00959688,71.55092834,No,3
Treatment,Low Value,209.3479767,337.3662832,52.24397787,51.7285538,Yes,3
Control,Medium Value,160.1012839,192.8333364,60.49267022,28.02568681,Yes,3
Control,Medium Value,184.6274514,222.3805711,91.54308371,,No,3
Treatment,,193.4417539,298.2129105,89.72773411,82.0624886,No,3
Treatment,Medium Value,231.8089496,357.6140279,,66.96979992,Yes,3
,High Value,259.3653499,411.8255942,89.97580315,95.34596365,No,3
,Medium Value,204.8998511,251.0822982,52.37153451,,No,3
Control,Low Value,,,48.03920169,47.07555248,Yes,3
Control,,175.1636998,209.5353647,,73.30158032,No,3
Treatment,High Value,316.449291,491.7262591,93.77824419,100,No,3
,High Value,172.3948492,280.4267676,97.66165291,,No,3
Treatment,,102.5138074,169.0763319,100,,Yes,3
Control,Medium Value,,,,82.07855937,Yes,3
Control,High Value,172.9970091,219.4808993,96.67086568,100,Yes,3
Control,Low Value,,268.5752372,60.35290722,60.8031703,Yes,3
Control,,,179.7630435,,,Yes,3
Treatment,Medium Value,126.8571976,202.9013872,72.37843394,78.28749437,Yes,3
Treatment,,120.898148,184.7853022,63.08240838,69.72948238,Yes,3
Treatment,High Value,205.1104444,316.2047569,100,100,Yes,3
Control,Medium Value,269.6397531,332.3071157,,90.82937109,Yes,3
Control,Medium Value,204.3233551,248.926482,66.07549374,59.35309826,No,3
Treatment,High Value,264.4143761,413.7204303,83.81446922,85.19836942,,3
Treatment,High Value,235.6993998,362.5811948,82.9961408,,Yes,3
Control,Medium Value,118.0928339,145.1528169,69.40171965,,No,3
Treatment,Low Value,199.7765011,321.4574139,55.07173474,57.3091137,Yes,3
Control,Medium Value,143.4622599,165.413719,68.5427511,76.38535926,No,3
Control,Low Value,150.6891109,175.1454515,50.43907069,59.77718811,Yes,3
Control,,138.9498119,171.5553756,45.44423146,,Yes,3
Treatment,Low Value,182.5131891,282.0840164,64.26761852,,No,3
Treatment,High Value,194.2038659,297.5361239,84.11013898,75.33658478,No,3
Control,,185.2327434,,,84.82776541,No,3
Treatment,,202.4530189,324.1287688,92.23242975,82.91616957,Yes,3
Control,Medium Value,197.2462114,242.3092327,70.92575018,94.56256147,Yes,3
Control,High Value,197.1775768,240.5566202,81.86464094,97.60499826,No,3
,High Value,,257.4835887,96.47853053,100,Yes,3
Control,Medium Value,286.173009,339.5529417,84.92209896,73.92144865,No,3
Treatment,,113.9248728,183.8893463,89.60148213,100,No,3
Treatment,High Value,249.8128466,395.9821386,100,100,No,3
Control,Medium Value,217.3075648,267.5731309,70.77720866,76.16095563,Yes,3
Control,High Value,323.5702483,381.4802142,89.76403709,,Yes,3
Control,Low Value,126.2912826,157.8044738,57.22979734,66.05857695,No,3
,Low Value,162.6417083,,44.15322313,53.65665168,No,3
Control,Medium Value,252.0591383,301.1279311,70.24621355,,No,3
Treatment,High Value,239.7966207,381.1595916,70.74078283,73.92144865,Yes,3
Treatment,High Value,305.7545409,480.083566,95.99331374,73.92144865,Yes,3
,High Value,295.6290796,454.4503102,93.77815943,100,No,3
Control,,85.42114105,,100,100,No,3
Control,Medium Value,207.8836942,242.4797954,76.02992722,77.86255755,No,3
Control,,239.8577453,,100,100,No,3
Treatment,Medium Value,186.3882386,295.2964036,53.35545555,,Yes,3
,High Value,187.4636382,281.3259919,86.05289026,,Yes,3
Control,High Value,299.4227005,363.2370085,98.50618333,100,No,3
Treatment,Low Value,176.0245384,278.0704972,62.30343571,57.40686527,No,3
Control,Medium Value,,,61.76092936,51.19007194,Yes,3
Treatment,Low Value,155.279754,246.0480643,62.07805351,67.17643109,Yes,3
Treatment,,291.2779291,,56.02068167,58.40935458,,3
Treatment,High Value,157.4782491,257.2009895,77.03384531,,Yes,3
Control,,,337.4825217,,,Yes,3
Treatment,Medium Value,237.3099914,363.8390933,72.5580268,78.77723789,Yes,3
Treatment,Low Value,163.8544845,255.414019,,,Yes,3
Control,Medium Value,196.4291549,240.1176376,,,No,3
Treatment,Medium Value,,292.5983652,63.9595621,68.28898383,Yes,3
,High Value,180.4734433,217.7511234,100,100,No,3
Control,,148.9944016,174.6583244,57.42621138,63.19138935,,3
,Medium Value,,313.7366939,77.74258292,93.67605367,,3
,Low Value,161.9163443,196.3154408,59.48056515,63.72951097,No,3
Control,Low Value,144.7050282,166.1254065,51.17369797,60.32118416,Yes,3
Treatment,Medium Value,215.3393101,331.5344085,79.31482058,91.50848934,No,3
,Low Value,196.2041384,,55.20315037,70.55652073,No,3
Control,,128.042663,156.3222594,100,,Yes,3
Control,High Value,177.1483134,211.9037503,100,100,,3
Control,High Value,123.9300481,147.6532501,86.98643779,,No,3
Treatment,High Value,357.7352489,548.6685489,100,91.47833194,Yes,3
Control,Low Value,165.2845572,196.9309716,50.63392894,52.39167409,No,3
Treatment,High Value,176.988259,,82.77595118,70.02282995,Yes,3
Control,Medium Value,171.683372,209.5427679,69.37249874,80.26238921,No,3
Treatment,High Value,170.8245343,260.8430657,86.5239365,75.49829662,No,3
Control,Medium Value,186.9570189,219.8221287,74.54032144,65.0925401,,3
Control,Medium Value,259.1633661,304.5130311,58.58951773,63.84018817,No,3
Treatment,High Value,219.5781956,345.2349935,97.21650966,,Yes,3
